Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Month,Total Energy Generation (TWh)
Australia,2023,8040.95,14396.18,10.95,58.4,46.42,25.58,1388.29,0.24,May,8282.67
Australia,2023,550.49,32073.29,48.41,60.95,34.1,24.4,111.37,0.42,Nov,570.85
Australia,2023,7807.7,11480.07,62.29,49.67,35.73,10.37,4676.19,0.34,Oct,7625.79
Australia,2023,5710.01,46748.11,7.73,24.91,59.21,31.41,3139.17,0.33,Sep,5568.56
Australia,2024,620.66,6502.01,68.01,27.94,22.31,33.8,3930.82,0.3,Apr,632.91
Australia,2024,5146.25,43699.53,50.04,17.69,23.07,21.03,4118.96,0.43,Aug,5133.36
Australia,2024,8001.44,4160.39,76.72,10.04,22.36,35.28,2778.25,0.21,Dec,8043.81
Australia,2024,6158.84,2009.72,34.13,75.32,44.55,12.34,484.16,0.45,Feb,6278.13
Australia,2024,5976.79,8749.41,87.11,64.13,22.32,18.9,4697.66,0.28,Jan,6177.02
Australia,2024,5198.33,14509.18,35.54,39.55,32.67,28.59,1857.61,0.09,Jul,4942.05
Australia,2024,4210.46,33353.44,15.11,63.82,28.12,17.18,2998.7,0.41,Jun,4026.62
Australia,2024,1790.47,14165.56,71.96,57.77,20.99,30.87,4722.58,0.29,Mar,1636.66
Australia,2024,4987.82,26413.17,86.97,37.35,44.95,21.22,2985.06,0.21,May,4921.69
Australia,2024,3209.5,33254.25,47.88,61.95,30.06,22.02,1106.6,0.13,Nov,2905.85
Australia,2024,6246.65,28419.18,32.43,52.63,27.81,38.67,2495.8,0.49,Oct,6058.25
Australia,2024,3133.19,38323.21,8.65,29.18,24.96,38.97,2276.54,0.36,Sep,3074.9
Brazil,2000,7849.07,35656.95,51.11,38.35,36.01,24.82,1368.89,0.5,Aug,7401.53
Brazil,2000,6915.13,40644.07,62.08,66.91,46.88,34.79,4583.38,0.47,Dec,6836.47
Brazil,2000,7168.63,5782.32,75.6,44.75,21.47,10.6,1190.75,0.26,Feb,6484.56
Brazil,2000,1835.58,1181.9,26.39,23.97,56.62,31.8,1377.68,0.42,Jan,1662.31
Brazil,2000,2241.57,49295.42,24.37,53.07,57.42,35.87,2037.4,0.11,Jul,2294.0
Brazil,2000,2377.54,26408.98,89.14,17.72,27.77,28.1,1037.32,0.11,Jun,2268.24
Brazil,2000,2457.41,12092.12,42.73,67.0,49.35,21.78,1363.13,0.07,Mar,2258.5
Brazil,2000,958.12,42229.21,24.9,52.04,33.82,21.15,3498.83,0.24,May,937.36
Brazil,2000,626.53,14223.53,20.66,31.7,56.8,32.4,4006.69,0.12,Nov,636.24
Brazil,2000,1754.54,37397.98,77.94,41.86,33.9,35.55,791.06,0.15,Oct,1635.89
Brazil,2000,1122.43,42494.92,5.63,55.59,54.78,37.93,3470.44,0.29,Sep,1115.06
Brazil,2001,1664.81,10143.39,71.49,11.79,36.41,26.28,4285.61,0.17,Apr,1519.64
Brazil,2001,881.65,6408.67,33.59,34.81,37.85,34.52,1843.45,0.23,Aug,800.32
Brazil,2001,1784.06,11199.61,86.65,49.7,30.71,32.08,2727.77,0.22,Dec,1747.85
Brazil,2001,3076.26,45667.51,57.56,51.34,25.4,33.63,2532.02,0.11,Feb,3018.1
Brazil,2001,2565.3,25291.15,61.59,18.39,32.41,17.21,160.8,0.11,Jan,2554.05
Brazil,2001,9279.12,26410.22,76.4,76.78,58.12,20.33,960.49,0.45,Jul,9361.83
Brazil,2001,7168.03,15562.69,88.42,73.23,23.84,32.23,2418.19,0.2,Jun,7500.47
Brazil,2001,2380.71,43543.7,66.09,13.2,54.56,32.47,3852.29,0.46,Mar,2327.01
Brazil,2001,5749.38,12036.96,27.0,41.49,39.92,15.97,91.96,0.32,May,5452.96
Brazil,2001,8975.2,48996.02,17.05,48.7,58.04,34.43,4814.71,0.18,Nov,9148.22
Brazil,2001,1942.71,40637.62,12.66,55.08,52.73,24.18,3707.11,0.31,Oct,1827.36
Brazil,2001,965.58,33334.63,13.91,25.53,42.88,28.48,3087.95,0.36,Sep,932.6
Brazil,2002,8267.89,35999.98,54.06,32.82,53.98,38.41,3018.5,0.38,Apr,7538.4
Brazil,2002,5288.32,22323.18,23.58,73.13,34.42,14.55,1368.65,0.19,Aug,4779.6
Brazil,2002,315.71,17032.22,56.35,17.24,57.56,22.07,2416.72,0.48,Dec,329.73
Brazil,2002,746.03,49036.09,67.59,25.97,53.15,17.89,4435.77,0.39,Feb,764.98
Brazil,2002,3494.17,3888.16,49.96,23.21,23.06,13.09,824.53,0.15,Jan,3509.53
Brazil,2002,4949.95,40859.42,26.52,31.85,39.38,37.01,1602.73,0.33,Jul,4758.6
Brazil,2002,4840.44,23313.08,70.87,45.81,23.61,31.01,578.28,0.38,Jun,4482.22
Brazil,2002,5193.57,46034.11,65.16,24.4,47.72,37.84,3295.72,0.45,Mar,4796.08
Brazil,2002,746.22,46066.24,86.04,70.78,29.55,15.14,2600.9,0.4,May,699.61
Brazil,2002,8630.41,49266.89,17.57,61.05,28.87,13.39,1145.96,0.48,Nov,8478.38
Brazil,2002,9362.99,11935.8,61.88,54.17,49.28,30.54,4016.2,0.37,Sep,9430.3
Brazil,2003,9615.13,31298.83,29.96,79.29,54.92,14.54,3068.71,0.35,Apr,9605.8
Brazil,2003,2065.67,15545.62,60.8,38.37,30.21,12.04,2029.25,0.29,Aug,1945.84
Brazil,2003,178.75,44082.68,62.03,16.68,32.97,30.27,3611.56,0.19,Dec,186.48
Brazil,2003,607.27,46202.07,50.02,34.74,52.9,28.5,4772.05,0.48,Feb,613.76
Brazil,2003,2796.61,4254.76,53.41,73.56,26.52,15.27,2617.13,0.27,Jan,2749.5
Brazil,2003,4898.94,10096.88,50.25,74.14,58.26,39.68,2112.31,0.34,Jul,4858.56
Brazil,2003,1916.48,40141.05,23.08,41.17,21.45,30.47,3470.64,0.24,Jun,1845.46
Brazil,2003,8345.37,35011.7,10.68,27.2,53.31,15.2,4700.64,0.1,Mar,7820.94
Brazil,2003,693.79,23519.69,19.75,41.9,54.21,16.86,1992.92,0.45,May,661.46
Brazil,2003,9158.95,30408.88,5.3,13.91,34.89,10.52,3060.37,0.18,Nov,9284.22
Brazil,2003,1129.7,5213.29,75.58,39.28,34.64,38.13,3901.53,0.2,Oct,1019.17
Brazil,2003,6812.92,49513.55,27.82,37.07,31.12,16.0,4167.32,0.06,Sep,6250.25
Brazil,2004,5390.21,47973.56,46.18,16.09,30.13,24.13,4957.02,0.09,Apr,4888.38
Brazil,2004,1799.19,20283.96,79.19,35.8,55.38,19.85,719.76,0.29,Aug,1630.26
Brazil,2004,5562.64,28780.35,70.59,67.61,58.2,31.47,214.89,0.16,Feb,5720.17
Brazil,2004,508.57,31716.55,52.72,17.43,57.2,31.15,3380.59,0.42,Jan,511.39
Brazil,2004,7966.81,30330.3,46.56,50.93,50.22,15.78,237.32,0.36,Jul,7736.78
Brazil,2004,9785.57,16311.83,66.53,74.35,36.46,21.13,2341.94,0.11,Jun,8950.62
Brazil,2004,3707.25,48114.81,89.74,65.59,41.25,16.34,952.77,0.2,Mar,3609.91
Brazil,2004,624.37,39308.94,66.87,26.76,25.4,26.44,3574.65,0.49,May,606.28
Brazil,2004,5768.4,4401.99,60.98,52.41,48.5,38.08,4283.42,0.36,Nov,5341.42
Brazil,2004,2673.17,1907.84,79.32,65.72,21.27,18.63,3894.41,0.25,Oct,2579.82
Brazil,2004,3210.26,45922.26,63.94,34.1,48.77,20.93,1887.14,0.14,Sep,3081.13
Brazil,2005,5402.75,47477.55,27.39,47.45,35.6,14.7,1944.18,0.38,Apr,5361.57
Brazil,2005,258.76,45439.17,31.63,59.74,54.42,33.94,110.59,0.19,Aug,257.53
Brazil,2005,733.6,22469.87,64.42,15.88,34.77,30.81,1629.04,0.4,Dec,665.23
Brazil,2005,7808.88,2163.66,40.61,16.65,47.35,18.57,3329.01,0.18,Feb,7466.79
Brazil,2005,3462.8,5941.29,35.08,52.76,41.35,35.38,3396.23,0.34,Jan,3441.6
Brazil,2005,5296.28,20407.44,63.73,42.25,52.0,31.75,202.73,0.1,Jul,5166.36
Brazil,2005,4107.47,40821.07,60.62,56.77,25.23,28.03,3924.41,0.49,Jun,4224.42
Brazil,2005,5756.38,3283.26,12.3,76.81,58.92,25.49,3542.89,0.45,Mar,5749.5
Brazil,2005,1019.31,7646.05,82.37,63.57,36.88,19.42,868.25,0.18,May,942.29
Brazil,2005,5488.07,9084.8,30.81,78.26,49.96,38.5,2709.04,0.21,Nov,4997.36
Brazil,2005,9415.47,34584.92,42.06,26.29,36.39,13.03,1663.47,0.28,Oct,9381.22
Brazil,2006,8224.19,8594.29,57.4,11.57,37.18,11.48,4003.5,0.18,Apr,7434.48
Brazil,2006,2482.78,18666.59,25.83,67.28,37.85,22.34,2827.1,0.11,Aug,2452.65
Brazil,2006,1539.69,40627.12,57.25,16.64,33.27,18.79,4765.37,0.33,Dec,1602.87
Brazil,2006,3447.3,34921.24,11.05,17.54,36.6,28.53,1225.33,0.13,Feb,3400.14
Brazil,2006,8290.04,16802.2,70.5,75.05,35.8,23.21,2989.16,0.21,Jan,7943.73
Brazil,2006,7493.8,31424.39,37.43,11.96,48.96,25.93,964.03,0.22,Jul,7467.52
Brazil,2006,1948.17,49184.26,47.47,62.18,44.66,29.21,2804.25,0.06,Jun,1887.27
Brazil,2006,2262.54,13124.27,20.15,69.79,59.66,29.47,3783.04,0.31,Mar,2221.46
Brazil,2006,764.93,16701.87,46.46,73.45,33.53,21.6,3035.49,0.18,Nov,796.46
Brazil,2006,1522.11,3132.08,15.3,26.04,53.36,35.45,1985.68,0.37,Oct,1458.05
Brazil,2006,4578.5,46477.88,73.82,60.3,50.43,25.72,4182.88,0.43,Sep,4780.77
Brazil,2007,8929.5,16448.62,54.25,55.79,21.54,21.78,4233.15,0.43,Apr,9249.2
Brazil,2007,6578.49,45572.34,30.36,54.58,55.02,34.17,4574.09,0.25,Aug,6113.84
Brazil,2007,305.6,23939.44,81.4,13.04,36.06,33.7,4013.81,0.22,Dec,278.22
Brazil,2007,9317.12,5711.02,14.07,41.18,51.62,32.55,406.51,0.49,Feb,8526.25
Brazil,2007,9373.52,30775.93,26.25,59.81,42.54,29.32,1351.29,0.37,Jan,8461.79
Brazil,2007,2560.64,33995.94,25.57,66.35,36.71,15.87,515.98,0.37,Jul,2340.85
Brazil,2007,1286.42,1010.02,20.86,38.58,46.83,37.96,1321.62,0.34,Jun,1289.57
Brazil,2007,8898.4,12193.46,12.74,12.3,41.38,32.85,4554.46,0.07,Mar,8103.58
Brazil,2007,9311.76,5240.39,29.39,46.44,20.3,36.24,3213.72,0.29,May,8826.12
Brazil,2007,4849.03,34005.83,23.7,49.12,50.3,38.22,4183.88,0.47,Nov,4978.65
Brazil,2007,1174.13,35352.11,76.24,30.81,53.13,32.23,3223.59,0.1,Oct,1060.82
Brazil,2007,7355.85,39815.77,11.07,15.5,57.33,37.88,2123.49,0.12,Sep,7518.93
Brazil,2008,6169.77,33250.53,80.47,65.09,40.15,12.71,2715.04,0.1,Apr,5813.64
Brazil,2008,3216.53,18950.21,53.95,17.54,30.49,30.15,4841.4,0.06,Aug,2951.89
Brazil,2008,6187.61,5472.57,27.94,24.98,43.98,25.75,2516.53,0.27,Dec,6215.52
Brazil,2008,6949.83,23636.91,55.66,32.93,29.4,20.61,1301.49,0.49,Feb,6910.5
Brazil,2008,2123.6,25246.09,87.75,63.75,45.27,13.42,751.18,0.14,Jan,2190.75
Brazil,2008,2686.22,26575.18,29.41,14.63,52.92,23.71,52.67,0.39,Jul,2713.78
Brazil,2008,5781.24,24174.47,35.5,64.39,59.13,28.12,2155.41,0.23,Jun,5899.88
Brazil,2008,5123.78,10272.76,49.49,42.81,54.13,15.72,1789.82,0.25,Mar,4828.16
Brazil,2008,3748.91,13876.34,23.83,12.73,26.76,37.57,224.06,0.31,May,3473.8
Brazil,2008,4845.32,13973.86,19.72,31.64,37.67,20.92,2212.52,0.3,Nov,4906.33
Brazil,2008,7818.38,29198.37,79.59,25.95,36.93,27.93,2504.76,0.11,Oct,7982.76
Brazil,2008,927.46,32581.47,62.3,35.79,29.94,37.11,4674.62,0.42,Sep,972.51
Brazil,2009,1909.46,44595.16,26.67,22.77,24.96,39.64,3034.68,0.07,Apr,1836.7
Brazil,2009,7936.26,21718.33,21.4,11.4,44.89,36.62,675.47,0.28,Aug,7585.5
Brazil,2009,8983.24,22653.55,83.4,11.68,54.03,18.38,3816.64,0.49,Dec,9131.12
Brazil,2009,1859.27,1852.17,77.72,62.36,23.74,14.19,2142.67,0.17,Jan,1768.39
Brazil,2009,7122.84,25852.31,61.79,11.93,38.74,10.12,940.05,0.3,Jul,7405.0
Brazil,2009,5158.67,7029.32,19.82,25.25,58.42,39.73,719.76,0.18,Jun,5307.04
Brazil,2009,9477.75,43677.08,77.54,14.62,36.95,17.55,77.94,0.07,Mar,9139.86
Brazil,2009,2910.78,11748.78,23.05,26.04,31.91,36.96,4655.89,0.25,May,2947.55
Brazil,2009,2543.44,12063.19,9.13,11.12,48.75,12.16,4419.04,0.45,Nov,2576.97
Brazil,2009,2271.35,3050.0,38.16,59.79,41.43,14.84,2194.12,0.35,Oct,2079.35
Brazil,2009,1973.81,14021.6,12.77,50.3,45.1,37.86,1199.33,0.31,Sep,2043.65
Brazil,2010,8580.19,10969.58,73.24,16.71,30.55,27.6,1144.11,0.47,Apr,8372.45
Brazil,2010,9641.3,25683.28,5.92,59.49,34.13,32.59,4090.31,0.15,Aug,9872.39
Brazil,2010,9161.25,33650.1,55.01,74.51,24.41,16.71,3049.94,0.25,Dec,8684.93
Brazil,2010,4793.22,19892.53,25.11,54.48,44.29,23.83,4300.31,0.45,Feb,4957.76
Brazil,2010,158.82,29900.23,39.12,64.8,54.45,15.9,769.16,0.14,Jan,152.21
Brazil,2010,7976.08,24040.2,60.62,79.41,31.06,32.96,3591.89,0.07,Jul,7191.44
Brazil,2010,9552.06,35321.16,72.47,45.34,56.08,26.81,2212.7,0.08,Mar,9894.09
Brazil,2010,3734.58,49265.88,53.01,54.44,28.06,28.68,4041.15,0.09,May,3412.26
Brazil,2010,1071.13,1718.34,21.54,11.43,43.24,12.69,335.52,0.11,Nov,1015.32
Brazil,2010,5775.9,37835.24,32.13,63.62,24.56,34.8,1913.02,0.09,Oct,6021.43
Brazil,2010,274.26,39906.24,67.69,25.15,50.5,39.92,477.25,0.46,Sep,285.94
Brazil,2011,6027.36,48692.19,79.81,13.33,54.19,36.86,4842.02,0.45,Apr,5943.07
Brazil,2011,5251.43,42625.82,46.54,30.04,26.01,10.43,1372.49,0.46,Aug,5223.99
Brazil,2011,8277.14,16806.93,82.79,48.4,44.2,22.57,1681.13,0.46,Dec,8006.2
Brazil,2011,8105.0,48121.89,7.73,42.1,58.01,14.94,4752.37,0.47,Feb,7650.97
Brazil,2011,5116.45,8863.98,40.26,48.14,53.92,37.19,3587.53,0.34,Jan,4857.04
Brazil,2011,6983.76,25370.87,35.89,46.32,40.09,20.33,2942.11,0.27,Jul,6989.89
Brazil,2011,4566.79,27554.53,31.69,52.05,40.73,21.52,2291.11,0.3,Jun,4625.5
Brazil,2011,4736.41,16934.4,16.52,26.46,46.07,38.93,561.63,0.38,Mar,4825.16
Brazil,2011,9376.84,6677.5,63.31,64.65,54.59,30.34,4761.08,0.2,May,9549.77
Brazil,2011,1830.89,28834.74,61.03,23.24,44.38,30.38,1349.34,0.12,Nov,1672.85
Brazil,2011,3470.46,35180.78,81.02,73.24,37.99,29.36,1362.52,0.41,Oct,3380.79
Brazil,2011,9900.24,38588.63,5.24,21.29,49.01,32.02,719.8,0.38,Sep,8995.69
Brazil,2012,1992.71,8390.22,9.44,54.41,21.1,14.98,3771.42,0.29,Apr,1957.7
Brazil,2012,2290.57,1054.46,5.07,46.67,59.72,36.71,459.82,0.37,Aug,2213.22
Brazil,2012,4290.27,2267.58,28.23,26.89,34.32,10.63,3656.52,0.25,Dec,4432.52
Brazil,2012,5166.77,21121.36,89.53,35.09,37.97,37.91,4055.44,0.17,Feb,4922.06
Brazil,2012,4372.39,32486.41,84.52,17.64,56.53,23.35,4222.0,0.15,Jan,4011.93
Brazil,2012,7177.22,30431.38,24.27,68.13,33.93,33.17,3597.69,0.36,Jul,6613.44
Brazil,2012,742.58,18424.55,85.27,19.74,58.79,34.5,3339.69,0.44,Mar,753.14
Brazil,2012,3702.99,10733.4,77.16,13.79,32.05,34.0,3864.69,0.07,Nov,3676.08
Brazil,2012,6370.05,41220.36,13.51,20.07,58.41,13.94,4448.86,0.18,Oct,5829.67
Brazil,2012,8446.79,37056.9,47.15,73.23,53.8,26.69,1456.21,0.35,Sep,7708.68
Brazil,2013,4571.2,34955.79,59.28,43.59,30.42,12.33,2834.98,0.43,Apr,4594.72
Brazil,2013,858.38,46789.76,59.0,53.35,44.56,30.34,1059.51,0.34,Aug,781.91
Brazil,2013,9086.48,30909.31,72.84,16.11,39.93,11.33,777.52,0.45,Dec,9298.0
Brazil,2013,2250.61,39960.51,75.26,19.47,36.3,39.08,1414.52,0.44,Feb,2263.97
Brazil,2013,7920.33,23632.8,7.78,33.29,35.24,19.78,1084.46,0.49,Jul,7224.94
Brazil,2013,616.36,26205.88,29.63,66.8,25.27,32.23,2717.84,0.06,Jun,562.57
Brazil,2013,2344.23,27994.81,39.9,14.58,26.62,23.23,475.58,0.29,Mar,2456.74
Brazil,2013,5035.84,10026.06,32.98,72.0,55.17,15.87,3700.07,0.5,May,4814.97
Brazil,2013,2117.81,14491.27,81.15,39.53,21.1,33.46,1257.34,0.42,Nov,2023.77
Brazil,2013,5757.34,28384.9,71.1,21.47,38.75,17.57,610.49,0.46,Oct,5883.54
Brazil,2013,931.5,23862.87,44.61,24.9,29.76,24.28,2627.97,0.34,Sep,970.7
Brazil,2014,7754.07,22453.32,45.46,25.99,42.93,35.55,4620.63,0.12,Apr,8125.49
Brazil,2014,4111.3,20974.42,6.7,24.29,47.66,22.13,576.58,0.23,Aug,4164.77
Brazil,2014,7556.56,4825.31,43.62,77.86,36.98,21.38,3729.96,0.38,Dec,7227.39
Brazil,2014,6740.12,15906.28,12.05,32.4,35.26,27.04,3673.55,0.45,Feb,6150.53
Brazil,2014,5081.73,4856.26,20.3,29.87,33.25,19.71,832.13,0.4,Jan,5165.94
Brazil,2014,7769.76,39360.19,35.74,41.07,41.92,13.33,3571.13,0.26,Jul,7643.58
Brazil,2014,5876.94,2152.83,71.95,59.97,51.86,11.57,378.44,0.24,Jun,5663.22
Brazil,2014,4879.89,28539.36,58.0,39.25,43.61,33.87,2309.51,0.33,Mar,5055.34
Brazil,2014,1109.13,44988.58,51.42,13.1,37.44,17.61,1341.24,0.37,May,1016.72
Brazil,2014,4622.48,44808.98,63.37,39.48,26.73,16.08,3605.2,0.21,Nov,4501.8
Brazil,2014,5695.46,7304.24,63.98,20.89,40.96,33.56,2125.43,0.2,Oct,5135.61
Brazil,2014,1613.0,42224.94,31.56,62.42,59.98,23.67,3937.62,0.11,Sep,1565.09
Brazil,2015,3328.88,25818.69,11.46,30.56,24.64,37.05,3693.53,0.15,Apr,3024.11
Brazil,2015,5427.62,38833.38,24.97,39.39,25.32,36.55,728.62,0.34,Aug,4981.59
Brazil,2015,4145.89,3570.03,34.58,74.02,24.67,16.97,179.26,0.25,Dec,3804.39
Brazil,2015,274.14,5825.63,30.67,24.77,52.31,37.15,2575.12,0.37,Feb,273.42
Brazil,2015,5709.9,1755.41,71.46,63.18,39.65,32.26,3060.65,0.14,Jan,5777.89
Brazil,2015,7677.78,31730.19,26.51,43.83,31.37,32.16,1563.92,0.11,Jul,7581.85
Brazil,2015,9163.62,46632.97,73.67,78.45,37.38,13.69,4692.06,0.24,May,9569.81
Brazil,2015,2337.19,28342.3,55.23,33.88,48.72,26.38,1772.62,0.33,Nov,2234.89
Brazil,2015,1042.12,14837.06,49.94,45.66,53.29,28.74,784.36,0.45,Oct,982.57
Brazil,2015,423.28,24646.25,43.85,29.52,48.95,10.16,846.35,0.17,Sep,436.1
Brazil,2016,9540.21,26638.58,87.33,29.17,58.52,30.8,3551.74,0.25,Apr,8906.16
Brazil,2016,8228.68,7808.2,53.08,21.04,25.31,30.39,2912.5,0.13,Aug,8594.72
Brazil,2016,5781.72,13947.51,77.04,26.09,39.92,20.67,3675.21,0.16,Dec,5214.09
Brazil,2016,6769.26,35805.34,59.52,39.08,32.94,25.51,3828.05,0.5,Feb,7077.14
Brazil,2016,2667.98,36851.35,53.66,73.73,45.48,37.61,3190.44,0.06,Jan,2418.45
Brazil,2016,2622.44,3269.42,43.45,59.23,47.0,22.15,633.26,0.28,Jul,2710.74
Brazil,2016,3805.82,29688.38,83.09,47.75,32.03,33.65,3316.91,0.44,Jun,3726.49
Brazil,2016,4422.05,5282.76,66.38,14.78,47.53,23.78,296.63,0.18,Mar,4638.49
Brazil,2016,3578.45,34085.61,63.41,30.42,56.72,22.1,3322.59,0.13,May,3260.22
Brazil,2016,860.81,17900.07,41.57,43.67,20.53,21.17,451.26,0.42,Nov,846.24
Brazil,2016,387.48,47299.8,39.04,56.49,49.74,16.29,2127.36,0.26,Oct,405.07
Brazil,2016,4839.15,14426.12,40.15,24.1,45.36,31.61,512.4,0.42,Sep,4734.94
Brazil,2017,2639.16,6604.04,9.27,59.73,53.31,22.24,792.36,0.37,Apr,2624.41
Brazil,2017,8502.65,29530.15,69.83,43.36,52.19,33.92,2818.32,0.06,Aug,8539.74
Brazil,2017,5716.67,21541.0,64.85,73.56,26.69,17.56,4954.25,0.34,Feb,5534.77
Brazil,2017,7914.3,1843.09,67.04,44.08,27.07,26.18,3623.11,0.25,Jan,7867.87
Brazil,2017,5610.4,6649.8,71.4,57.57,32.92,35.66,3367.18,0.15,Jul,5541.1
Brazil,2017,4334.24,38741.33,53.26,45.45,30.25,25.0,830.58,0.19,Jun,4486.69
Brazil,2017,7180.2,15438.26,45.22,33.65,40.04,16.11,1740.09,0.22,Mar,6511.13
Brazil,2017,2013.04,17780.14,31.45,30.11,42.36,20.8,4977.78,0.24,May,1896.57
Brazil,2017,1404.69,10438.25,68.4,66.88,45.18,22.3,4467.76,0.07,Nov,1464.48
Brazil,2017,8101.31,33243.9,86.94,72.36,29.62,14.52,1528.8,0.21,Oct,8373.02
Brazil,2017,4784.83,8414.92,52.42,47.14,40.87,37.29,529.4,0.26,Sep,4633.38
Brazil,2018,5387.71,17454.75,89.62,49.97,30.04,37.96,4606.33,0.11,Apr,5350.1
Brazil,2018,8368.65,43261.57,53.82,70.21,55.1,19.84,4431.08,0.06,Aug,7879.98
Brazil,2018,5314.22,781.57,66.3,56.31,22.67,12.57,2939.9,0.44,Dec,4932.76
Brazil,2018,4581.98,41411.78,29.85,57.51,42.22,26.72,1310.81,0.5,Feb,4442.48
Brazil,2018,2227.47,17320.39,47.45,77.25,45.95,14.33,1656.33,0.3,Jan,2122.79
Brazil,2018,7369.8,13945.04,26.92,43.88,29.14,37.32,3509.21,0.08,Jul,7278.03
Brazil,2018,9520.33,16001.83,62.79,11.82,32.66,10.23,4893.86,0.12,Jun,8679.31
Brazil,2018,6255.42,42813.15,30.62,45.55,22.42,13.21,4753.55,0.14,Mar,6544.17
Brazil,2018,7815.7,22331.56,38.32,61.83,54.64,36.14,1622.66,0.33,May,8190.32
Brazil,2018,4173.22,8054.75,85.39,48.27,45.03,38.89,4792.95,0.45,Nov,4192.94
Brazil,2018,7159.09,29851.49,69.55,32.67,20.39,17.82,2449.97,0.28,Oct,7018.88
Brazil,2018,939.33,36392.11,22.26,73.28,23.58,25.57,499.66,0.09,Sep,889.01
Brazil,2019,3122.12,39133.17,6.24,27.62,46.48,38.09,840.36,0.08,Apr,3191.02
Brazil,2019,2663.28,34749.24,77.7,78.48,55.78,31.23,4445.63,0.16,Aug,2670.5
Brazil,2019,4996.4,42636.97,69.69,62.64,52.82,30.13,1152.43,0.3,Dec,4618.63
Brazil,2019,2039.13,16612.36,49.69,78.78,30.06,29.48,2185.74,0.37,Feb,2113.84
Brazil,2019,1486.39,46975.1,22.86,24.76,55.43,16.67,388.52,0.48,Jan,1521.14
Brazil,2019,3111.62,22537.38,9.22,15.0,31.93,21.87,841.17,0.4,Jul,3243.77
Brazil,2019,4508.42,48472.51,72.06,54.05,28.88,34.4,2219.23,0.18,Jun,4548.36
Brazil,2019,9735.74,19058.99,58.6,78.32,33.88,27.36,3639.64,0.49,Mar,9657.97
Brazil,2019,4733.54,29624.25,78.81,14.83,46.22,14.23,4086.76,0.1,May,4557.15
Brazil,2019,5549.99,16004.24,40.67,37.18,40.82,36.82,389.26,0.22,Nov,5771.49
Brazil,2019,4864.31,33611.24,36.18,20.24,23.91,15.41,1467.79,0.44,Oct,5009.8
Brazil,2019,2499.74,37889.33,37.48,33.52,20.86,26.76,1636.33,0.42,Sep,2266.72
Brazil,2020,3446.62,16965.49,75.21,56.12,32.32,20.49,287.16,0.22,Apr,3115.59
Brazil,2020,4719.68,17182.38,67.04,53.2,36.46,15.2,2688.75,0.27,Aug,4514.23
Brazil,2020,845.91,918.99,56.11,73.41,31.28,15.93,1499.3,0.17,Dec,864.17
Brazil,2020,8600.63,26826.93,48.02,71.82,55.83,32.36,3304.6,0.06,Feb,9014.25
Brazil,2020,2143.78,14380.04,8.61,77.06,36.15,20.65,321.29,0.49,Jan,1977.77
Brazil,2020,3961.38,4163.23,49.11,66.95,57.36,27.5,2618.63,0.1,Jul,3918.28
Brazil,2020,2082.63,10261.04,88.84,33.13,53.08,21.07,4132.34,0.12,Jun,1993.36
Brazil,2020,4627.27,2521.6,45.59,30.54,44.19,30.18,4148.23,0.27,Mar,4837.75
Brazil,2020,4290.07,9772.03,56.73,69.52,35.46,28.06,1726.62,0.29,May,4402.98
Brazil,2020,5475.82,30182.24,27.22,21.62,43.13,15.68,4938.18,0.23,Nov,5616.82
Brazil,2020,3813.08,40965.67,5.3,43.75,29.22,13.35,1344.09,0.43,Oct,3699.85
Brazil,2020,9314.19,47982.31,64.71,52.06,30.55,14.81,2840.51,0.25,Sep,8962.33
Brazil,2021,572.56,35675.96,57.54,65.42,21.78,21.65,2121.34,0.48,Apr,538.79
Brazil,2021,3286.09,22496.99,85.02,14.35,59.26,35.42,1921.09,0.44,Aug,2985.27
Brazil,2021,6022.12,40963.05,38.01,26.94,58.78,22.64,1016.27,0.18,Feb,6201.03
Brazil,2021,4015.67,10472.02,68.63,65.93,32.33,36.18,1000.41,0.27,Jan,4103.75
Brazil,2021,2722.82,42465.81,46.97,24.21,25.21,25.76,622.33,0.15,Jul,2858.85
Brazil,2021,2194.66,4930.28,28.15,39.78,29.62,16.35,905.71,0.1,Jun,2303.29
Brazil,2021,4131.74,27357.27,26.7,17.81,52.18,28.87,4425.33,0.3,Mar,4062.8
Brazil,2021,2549.93,36395.38,68.72,53.38,46.26,15.58,2721.76,0.14,May,2589.07
Brazil,2021,8263.85,46067.75,74.32,47.86,59.89,39.86,355.84,0.17,Nov,8608.58
Brazil,2021,8520.17,16561.44,35.32,40.39,25.55,13.86,3057.23,0.33,Oct,8754.02
Brazil,2021,4274.65,14180.85,33.5,49.8,45.59,39.28,618.26,0.38,Sep,4005.78
Brazil,2022,5651.36,37772.56,33.53,57.91,45.37,13.29,326.34,0.27,Apr,5468.15
Brazil,2022,5166.77,38349.0,71.37,70.31,21.66,26.49,459.97,0.26,Aug,4750.19
Brazil,2022,2398.57,30085.33,61.7,23.43,28.92,29.13,4706.85,0.44,Dec,2501.97
Brazil,2022,6060.29,13308.69,72.25,72.86,34.66,25.2,186.76,0.44,Feb,6005.3
